review,rating,date,bank,source,translated_review,final_translation
i can't take screenshot,1,2025-04-18,CBE,A Google user,i can't take screenshot,i can't take screenshot
"every update was made the system better and better until the March 19th, 2025 update, not allowing us to screenshot. you guys didn't understand how much it's a really quick and significant thing. You add extra steps to us, which makes the process draw back",3,2025-04-18,CBE,A Google user,"every update was made the system better and better until the March 19th, 2025 update, not allowing us to screenshot. you guys didn't understand how much it's a really quick and significant thing. You add extra steps to us, which makes the process draw back","every update was made the system better and better until the March 19th, 2025 update, not allowing us to screenshot. you guys didn't understand how much it's a really quick and significant thing. You add extra steps to us, which makes the process draw back"
perfectly special,5,2025-04-18,CBE,A Google user,perfectly special,perfectly special
Fast and Reliable,5,2025-04-18,CBE,A Google user,Fast and Reliable,Fast and Reliable
good,5,2025-04-17,CBE,A Google user,good,good
The best application I have ever seen in Ethiopia banking industry.,5,2025-04-17,CBE,A Google user,The best application I have ever seen in Ethiopia banking industry.,The best application I have ever seen in Ethiopia banking industry.
great app!!!,5,2025-04-17,CBE,A Google user,great app!!!,great app!!!
because sometimes it doesn't working it load too much,3,2025-04-17,CBE,A Google user,because sometimes it doesn't working it load too much,because sometimes it doesn't working it load too much
"Absolutely the best app! It works flawlessly, anytime and anywhere.",5,2025-04-17,CBE,A Google user,"Absolutely the best app! It works flawlessly, anytime and anywhere.","Absolutely the best app! It works flawlessly, anytime and anywhere."
ok,3,2025-04-16,CBE,A Google user,ok,ok
very nice app ever!!!,5,2025-04-16,CBE,A Google user,very nice app ever!!!,very nice app ever!!!
the best app,5,2025-04-16,CBE,A Google user,the best app,the best app
Biometric security for mobile banking is not available,5,2025-04-16,CBE,A Google user,Biometric security for mobile banking is not available,Biometric security for mobile banking is not available
great,5,2025-04-15,CBE,A Google user,great,great
Nice service,5,2025-04-15,CBE,A Google user,Nice service,Nice service
great app,5,2025-04-15,CBE,A Google user,great app,great app
it's special apps,5,2025-04-15,CBE,A Google user,it's special apps,it's special apps
"In the updated version of the app, it takes more time to download the receipt.",3,2025-04-15,CBE,A Google user,"In the updated version of the app, it takes more time to download the receipt.","In the updated version of the app, it takes more time to download the receipt."
ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው ?,3,2025-04-14,CBE,A Google user,Why is Treemon only show a little?,?
Good 🔥,5,2025-04-14,CBE,A Google user,Good 🔥,Good fire
very interesting app i am using every day fantastic,5,2025-04-14,CBE,A Google user,very interesting app i am using every day fantastic,very interesting app i am using every day fantastic
lebaa bank,5,2025-04-14,CBE,A Google user,Plus Bank,lebaa bank
Can't scan/recognize other banks' Interoperable QR Codes,1,2025-04-13,CBE,A Google user,Can't scan/recognize other banks' Interoperable QR Codes,Can't scan/recognize other banks' Interoperable QR Codes
OK,5,2025-04-13,CBE,A Google user,OK,OK
grateful app,5,2025-04-13,CBE,A Google user,grateful app,grateful app
100% ❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,5,2025-04-13,CBE,A Google user,100% ❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,100% love love love thank you thank you thank you thank you thank you thank you thank you thank you thank you thank you thank you thank you thank you thank you thank you thank you
everthing wellbeok,3,2025-04-13,CBE,A Google user,everthing wellbeok,everthing wellbeok
"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",4,2025-04-12,CBE,A Google user,"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.","""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps."
nice app 👌,5,2025-04-12,CBE,A Google user,nice app 👌,nice app
why did this app is not screenshot,5,2025-04-12,CBE,A Google user,why did this app is not screenshot,why did this app is not screenshot
it so good app,5,2025-04-12,CBE,A Google user,it so good app,it so good app
the best app,3,2025-04-12,CBE,A Google user,the best app,the best app
جميل,5,2025-04-11,CBE,A Google user,Beautiful,
"less network, specially to make fee for utility purpose",1,2025-04-11,CBE,A Google user,"less network, specially to make fee for utility purpose","less network, specially to make fee for utility purpose"
nice,5,2025-04-11,CBE,A Google user,nice,nice
simply for used,4,2025-04-10,CBE,A Google user,simply for used,simply for used
wow keep up,5,2025-04-10,CBE,A Google user,wow keep up,wow keep up
its great app but when updating we can't take screen shot please try to fix it,3,2025-04-10,CBE,A Google user,its great app but when updating we can't take screen shot please try to fix it,its great app but when updating we can't take screen shot please try to fix it
good one,5,2025-04-10,CBE,A Google user,good one,good one
best app.,5,2025-04-10,CBE,A Google user,best app.,best app.
everything is easy thank you cebe,5,2025-04-10,CBE,A Google user,everything is easy thank you cebe,everything is easy thank you cebe
ፈጣን ቀልጣፋ,5,2025-04-10,CBE,A Google user,Quick efficient,
good,5,2025-04-10,CBE,A Google user,good,good
ok,5,2025-04-09,CBE,A Google user,ok,ok
ጎበዝ,5,2025-04-09,CBE,A Google user,Growth,
good app,5,2025-04-09,CBE,A Google user,good app,good app
but this app says can't sync,5,2025-04-09,CBE,A Google user,but this app says can't sync,but this app says can't sync
waw,5,2025-04-09,CBE,A Google user,waw,waw
to slow,3,2025-04-09,CBE,A Google user,to slow,to slow
work on screen shot system,4,2025-04-08,CBE,A Google user,work on screen shot system,work on screen shot system
very very nice aplication,1,2025-04-08,CBE,A Google user,very very nice aplication,very very nice aplication
Good,5,2025-04-08,CBE,A Google user,Good,Good
wonder full and it is easy to use,5,2025-04-08,CBE,A Google user,wonder full and it is easy to use,wonder full and it is easy to use
easy and reliable,2,2025-04-08,CBE,A Google user,easy and reliable,easy and reliable
good,5,2025-04-08,CBE,A Google user,good,good
it is Very Useful app 👍,5,2025-04-07,CBE,A Google user,it is Very Useful app 👍,it is Very Useful app thumbs up
very good,5,2025-04-07,CBE,A Google user,very good,very good
perfect app,5,2025-04-07,CBE,A Google user,perfect app,perfect app
I like it.,5,2025-04-07,CBE,A Google user,I like it.,I like it.
bugs,3,2025-04-07,CBE,A Google user,bugs,bugs
commerial Bank,5,2025-04-06,CBE,A Google user,commerial Bank,commerial Bank
Genat biru,2,2025-04-06,CBE,A Google user,The blue,Genat biru
🙏,5,2025-04-06,CBE,A Google user,🙏,thank you
it is good but it doesn't allow screen shot,4,2025-04-06,CBE,A Google user,it is good but it doesn't allow screen shot,it is good but it doesn't allow screen shot
the best one,5,2025-04-06,CBE,A Google user,the best one,the best one
You need to copy many things from other bank apps like Amole(Dashen),2,2025-04-06,CBE,A Google user,You need to copy many things from other bank apps like Amole(Dashen),You need to copy many things from other bank apps like Amole(Dashen)
bring back the screenshot feature.,1,2025-04-05,CBE,A Google user,bring back the screenshot feature.,bring back the screenshot feature.
Good!👍,3,2025-04-05,CBE,A Google user,Good!👍,Good! thumbs up
best app to experience him that to smooth transaction among the customers,1,2025-04-05,CBE,A Google user,best app to experience him that to smooth transaction among the customers,best app to experience him that to smooth transaction among the customers
good,5,2025-04-05,CBE,A Google user,good,good
nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,4,2025-04-05,CBE,A Google user,nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate
